ens_gene,BRC20067,CB4856,DL238,N2
WBGene00014132,0,1,0,1
WBGene00014136,0,1,1,2
WBGene00014143,1,0,0,1
WBGene00014150,0,1,0,1
WBGene00014156,0,1,1,2
WBGene00014170,0,0,1,1
WBGene00014173,1,0,0,1
WBGene00014182,1,1,1,3
WBGene00014183,1,1,1,3
WBGene00014184,1,1,1,3
WBGene00014188,1,1,1,3
WBGene00014189,1,1,1,3
WBGene00014198,1,1,1,3
WBGene00014199,1,1,1,3
WBGene00014206,1,1,1,3
WBGene00014220,1,0,0,1
WBGene00014238,0,0,1,1
WBGene00014242,1,0,0,1
WBGene00014666,1,1,1,3
WBGene00014697,1,0,0,1
WBGene00014698,0,1,0,1
WBGene00014761,0,0,1,1
WBGene00014871,0,0,1,1
WBGene00014914,1,0,0,1
WBGene00015010,0,0,1,1
WBGene00015012,0,1,1,2
WBGene00015014,0,1,1,2
WBGene00015030,0,0,1,1
WBGene00015036,0,0,1,1
WBGene00015037,1,1,1,3
WBGene00015040,0,0,1,1
WBGene00015041,0,0,1,1
WBGene00015043,0,1,0,1
WBGene00015044,0,1,0,1
WBGene00015046,0,1,0,1
WBGene00015052,1,0,0,1
WBGene00015055,0,0,1,1
WBGene00015097,0,0,1,1
WBGene00015103,0,0,1,1
WBGene00015110,0,1,1,2
WBGene00015111,0,1,1,2
WBGene00015112,0,1,0,1
WBGene00015118,0,1,1,2
WBGene00015131,1,0,0,1
WBGene00015153,0,1,0,1
WBGene00015162,1,0,0,1
WBGene00015169,0,1,0,1
WBGene00015171,1,0,0,1
WBGene00015202,1,0,0,1
WBGene00015210,0,0,1,1
WBGene00015223,1,1,0,2
WBGene00015225,1,0,0,1
WBGene00015227,1,0,1,2
WBGene00015230,0,0,1,1
WBGene00015244,1,0,0,1
WBGene00015264,1,0,0,1
WBGene00015270,1,1,1,3
WBGene00015271,1,1,1,3
WBGene00015272,1,1,1,3
WBGene00015273,1,1,1,3
WBGene00015284,0,1,1,2
WBGene00015292,0,1,0,1
WBGene00015294,0,1,0,1
WBGene00015298,0,0,1,1
WBGene00015299,0,0,1,1
WBGene00015300,0,1,0,1
WBGene00015309,0,1,1,2
WBGene00015324,0,1,1,2
WBGene00015335,0,1,0,1
WBGene00015345,0,0,1,1
WBGene00015362,0,1,0,1
WBGene00015376,0,1,0,1
WBGene00015382,0,1,0,1
WBGene00015386,0,0,1,1
WBGene00015388,0,1,0,1
WBGene00015392,1,0,1,2
WBGene00015393,0,1,0,1
WBGene00015400,1,0,0,1
WBGene00015402,0,1,1,2
WBGene00015403,1,1,0,2
WBGene00015417,1,0,1,2
WBGene00015421,0,0,1,1
WBGene00015433,0,1,0,1
WBGene00015434,0,1,0,1
WBGene00015437,0,1,0,1
WBGene00015453,0,1,1,2
WBGene00015455,0,1,1,2
WBGene00015456,1,1,0,2
WBGene00015465,0,0,1,1
WBGene00015478,1,0,1,2
WBGene00015483,0,1,0,1
WBGene00015500,0,0,1,1
WBGene00015526,0,1,1,2
WBGene00015527,0,1,1,2
WBGene00015532,0,1,1,2
WBGene00015537,0,1,0,1
WBGene00015544,0,1,0,1
WBGene00015545,0,1,0,1
WBGene00015546,0,1,1,2
WBGene00015549,1,0,0,1
WBGene00015569,0,1,1,2
WBGene00015574,0,0,1,1
WBGene00015577,1,0,0,1
WBGene00015578,0,1,1,2
WBGene00015589,0,0,1,1
WBGene00015590,0,0,1,1
WBGene00015598,0,1,1,2
WBGene00015599,0,0,1,1
WBGene00015600,0,1,1,2
WBGene00015601,0,1,1,2
WBGene00015602,0,1,0,1
WBGene00015604,0,1,0,1
WBGene00015605,0,1,1,2
WBGene00015608,0,1,1,2
WBGene00015609,0,1,0,1
WBGene00015610,0,0,1,1
WBGene00015613,0,1,0,1
WBGene00015623,1,0,0,1
WBGene00015634,0,0,1,1
WBGene00015645,0,1,0,1
WBGene00015646,0,1,1,2
WBGene00015651,0,1,0,1
WBGene00015667,1,0,0,1
WBGene00015683,0,1,0,1
WBGene00015685,0,0,1,1
WBGene00015692,0,1,1,2
WBGene00015693,0,1,0,1
WBGene00015694,0,0,1,1
WBGene00015700,0,0,1,1
WBGene00015709,0,0,1,1
WBGene00015731,1,1,1,3
WBGene00015747,0,1,1,2
WBGene00015756,0,1,0,1
WBGene00015757,1,1,0,2
WBGene00015758,0,1,0,1
WBGene00015759,0,1,0,1
WBGene00015760,1,1,1,3
WBGene00015762,1,0,0,1
WBGene00015765,0,0,1,1
WBGene00015781,0,0,1,1
WBGene00015788,0,1,1,2
WBGene00015790,1,1,1,3
WBGene00015792,0,0,1,1
WBGene00015795,0,1,1,2
WBGene00015817,0,0,1,1
WBGene00015818,0,0,1,1
WBGene00015819,0,1,0,1
WBGene00015828,0,1,1,2
WBGene00015839,0,1,1,2
WBGene00015841,0,1,0,1
WBGene00015851,1,0,0,1
WBGene00015857,0,1,1,2
WBGene00015873,0,1,0,1
WBGene00015885,0,1,1,2
WBGene00015887,1,0,0,1
WBGene00015896,1,0,0,1
WBGene00015897,1,1,1,3
WBGene00015908,0,0,1,1
WBGene00015911,0,1,1,2
WBGene00015913,0,1,0,1
WBGene00015925,1,0,0,1
WBGene00015930,1,0,0,1
WBGene00015932,0,1,1,2
WBGene00015933,0,0,1,1
WBGene00015947,0,1,0,1
WBGene00015981,0,0,1,1
WBGene00015986,0,0,1,1
WBGene00015993,0,0,1,1
WBGene00016003,0,0,1,1
WBGene00016017,1,0,0,1
WBGene00016022,0,0,1,1
WBGene00016027,0,1,1,2
WBGene00016029,0,1,0,1
WBGene00016037,0,0,1,1
WBGene00016038,0,1,1,2
WBGene00016039,0,1,0,1
WBGene00016048,0,0,1,1
WBGene00016056,1,1,1,3
WBGene00016071,0,1,1,2
WBGene00016081,0,1,1,2
WBGene00016084,1,0,1,2
WBGene00016094,0,0,1,1
WBGene00016106,0,1,1,2
WBGene00016108,0,0,1,1
WBGene00016111,1,1,0,2
WBGene00016125,0,0,1,1
WBGene00016133,0,1,0,1
WBGene00016143,0,0,1,1
WBGene00016152,0,1,0,1
WBGene00016164,0,1,0,1
WBGene00016174,1,1,1,3
WBGene00016179,1,0,0,1
WBGene00016180,0,1,0,1
WBGene00016189,0,0,1,1
WBGene00016191,0,1,0,1
WBGene00016208,0,0,1,1
WBGene00016216,0,1,0,1
WBGene00016217,0,1,0,1
WBGene00016218,0,1,0,1
WBGene00016219,0,1,0,1
WBGene00016247,0,1,0,1
WBGene00016259,0,1,0,1
WBGene00016273,0,1,1,2
WBGene00016281,0,1,0,1
WBGene00016282,0,1,0,1
WBGene00016284,0,1,0,1
WBGene00016287,0,0,1,1
WBGene00016295,1,0,0,1
WBGene00016307,0,0,1,1
WBGene00016314,0,1,1,2
WBGene00016329,0,1,1,2
WBGene00016336,0,0,1,1
WBGene00016339,0,1,1,2
WBGene00016344,0,1,0,1
WBGene00016346,0,0,1,1
WBGene00016351,0,0,1,1
WBGene00016357,0,0,1,1
WBGene00016358,1,0,0,1
WBGene00016361,0,0,1,1
WBGene00016365,0,1,1,2
WBGene00016389,0,0,1,1
WBGene00016402,0,1,1,2
WBGene00016403,0,0,1,1
WBGene00016416,0,0,1,1
WBGene00016437,0,1,1,2
WBGene00016450,1,1,0,2
WBGene00016451,1,1,1,3
WBGene00016455,1,1,1,3
WBGene00016457,1,1,1,3
WBGene00016473,0,0,1,1
WBGene00016474,1,0,1,2
WBGene00016481,0,0,1,1
WBGene00016483,0,1,1,2
WBGene00016522,0,1,1,2
WBGene00016528,0,1,1,2
WBGene00016544,0,1,0,1
WBGene00016546,0,1,1,2
WBGene00016548,0,1,0,1
WBGene00016555,0,1,1,2
WBGene00016556,0,0,1,1
WBGene00016561,0,1,1,2
WBGene00016566,0,1,1,2
WBGene00016567,0,1,1,2
WBGene00016595,1,0,1,2
WBGene00016596,0,1,0,1
WBGene00016605,0,1,1,2
WBGene00016623,0,1,0,1
WBGene00016625,0,0,1,1
WBGene00016646,0,0,1,1
WBGene00016647,0,1,1,2
WBGene00016648,0,1,1,2
WBGene00016649,0,0,1,1
WBGene00016663,0,1,0,1
WBGene00016697,1,0,1,2
WBGene00016710,0,0,1,1
WBGene00016712,1,1,1,3
WBGene00016714,1,1,1,3
WBGene00016717,0,1,1,2
WBGene00016719,0,1,1,2
WBGene00016732,0,0,1,1
WBGene00016733,0,0,1,1
WBGene00016745,0,1,1,2
WBGene00016756,0,1,1,2
WBGene00016758,0,0,1,1
WBGene00016759,0,1,1,2
WBGene00016779,1,0,0,1
WBGene00016781,0,0,1,1
WBGene00016782,0,1,1,2
WBGene00016785,0,1,1,2
WBGene00016805,0,1,0,1
WBGene00016806,0,1,1,2
WBGene00016809,0,0,1,1
WBGene00016813,0,1,0,1
WBGene00016820,0,1,0,1
WBGene00016822,0,1,1,2
WBGene00016824,0,1,1,2
WBGene00016826,0,0,1,1
WBGene00016843,0,0,1,1
WBGene00016849,0,0,1,1
WBGene00016863,0,1,1,2
WBGene00016864,0,0,1,1
WBGene00016866,0,0,1,1
WBGene00016872,1,0,0,1
WBGene00016874,1,0,0,1
WBGene00016877,0,0,1,1
WBGene00016880,1,0,0,1
WBGene00016883,0,1,1,2
WBGene00016884,0,1,1,2
WBGene00016885,0,1,1,2
WBGene00016886,1,0,0,1
WBGene00016892,1,0,0,1
WBGene00016896,1,0,1,2
WBGene00016905,1,0,0,1
WBGene00016912,0,0,1,1
WBGene00016915,0,1,0,1
WBGene00016920,0,1,0,1
WBGene00016923,0,0,1,1
WBGene00016948,0,0,1,1
WBGene00016951,0,1,1,2
WBGene00016998,0,0,1,1
WBGene00017009,0,0,1,1
WBGene00017018,0,1,1,2
WBGene00017032,1,1,1,3
WBGene00017038,0,0,1,1
WBGene00017048,1,0,0,1
WBGene00017050,0,0,1,1
WBGene00017052,0,1,1,2
WBGene00017055,1,0,0,1
WBGene00017056,1,0,0,1
WBGene00017059,1,0,0,1
WBGene00017060,1,1,1,3
WBGene00017069,0,1,0,1
WBGene00017071,0,0,1,1
WBGene00017073,0,1,0,1
WBGene00017077,1,1,0,2
WBGene00017078,0,1,1,2
WBGene00017082,0,1,1,2
WBGene00017092,0,1,1,2
WBGene00017101,0,0,1,1
WBGene00017105,0,1,1,2
WBGene00017114,0,0,1,1
WBGene00017123,1,1,0,2
WBGene00017124,1,0,0,1
WBGene00017127,0,1,1,2
WBGene00017133,1,1,1,3
WBGene00017148,0,1,0,1
WBGene00017153,0,0,1,1
WBGene00017185,0,1,0,1
WBGene00017186,1,1,0,2
WBGene00017190,1,1,1,3
WBGene00017199,0,1,0,1
WBGene00017200,1,0,1,2
WBGene00017201,0,1,1,2
WBGene00017213,0,1,1,2
WBGene00017214,0,1,1,2
WBGene00017225,0,0,1,1
WBGene00017243,1,0,0,1
WBGene00017246,0,1,0,1
WBGene00017264,0,0,1,1
WBGene00017265,1,1,0,2
WBGene00017275,1,0,0,1
WBGene00017292,1,0,0,1
WBGene00017294,0,1,1,2
WBGene00017301,1,0,1,2
WBGene00017307,0,0,1,1
WBGene00017315,1,1,1,3
WBGene00017320,1,0,0,1
WBGene00017325,1,0,0,1
WBGene00017327,1,1,0,2
WBGene00017329,0,1,1,2
WBGene00017332,1,0,0,1
WBGene00017335,1,0,0,1
WBGene00017336,0,0,1,1
WBGene00017340,1,0,0,1
WBGene00017341,0,0,1,1
WBGene00017344,1,1,1,3
WBGene00017352,1,1,1,3
WBGene00017353,1,0,0,1
WBGene00017354,0,0,1,1
WBGene00017361,0,1,0,1
WBGene00017363,0,1,1,2
WBGene00017367,0,1,0,1
WBGene00017379,0,1,0,1
WBGene00017382,0,1,0,1
WBGene00017384,0,0,1,1
WBGene00017386,1,0,1,2
WBGene00017387,0,1,1,2
WBGene00017393,0,1,1,2
WBGene00017395,1,0,0,1
WBGene00017405,1,1,1,3
WBGene00017407,1,1,1,3
WBGene00017413,1,0,0,1
WBGene00017422,0,1,1,2
WBGene00017433,0,0,1,1
WBGene00017436,0,0,1,1
WBGene00017437,0,0,1,1
WBGene00017438,0,1,0,1
WBGene00017440,0,0,1,1
WBGene00017444,0,0,1,1
WBGene00017445,0,0,1,1
WBGene00017446,1,0,0,1
WBGene00017450,0,1,0,1
WBGene00017451,0,1,1,2
WBGene00017452,1,1,1,3
WBGene00017453,1,1,1,3
WBGene00017456,0,1,0,1
WBGene00017459,1,1,1,3
WBGene00017460,0,1,1,2
WBGene00017461,1,1,1,3
WBGene00017462,0,1,1,2
WBGene00017464,1,0,0,1
WBGene00017469,0,1,1,2
WBGene00017475,1,0,0,1
WBGene00017485,0,0,1,1
WBGene00017487,0,1,0,1
WBGene00017488,0,0,1,1
WBGene00017490,0,1,1,2
WBGene00017498,0,1,1,2
WBGene00017499,0,1,1,2
WBGene00017500,0,1,1,2
WBGene00017501,0,1,1,2
WBGene00017504,0,1,0,1
WBGene00017507,0,0,1,1
WBGene00017510,0,0,1,1
WBGene00017520,0,1,1,2
WBGene00017539,0,1,0,1
WBGene00017541,0,1,0,1
WBGene00017545,0,0,1,1
WBGene00017553,0,1,1,2
WBGene00017554,0,0,1,1
WBGene00017555,1,1,1,3
WBGene00017556,1,0,0,1
WBGene00017567,0,1,1,2
WBGene00017577,0,1,1,2
WBGene00017583,1,1,0,2
WBGene00017584,1,1,1,3
WBGene00017589,1,1,0,2
WBGene00017592,0,1,0,1
WBGene00017593,0,1,0,1
WBGene00017594,0,1,0,1
WBGene00017618,0,0,1,1
WBGene00017625,0,0,1,1
WBGene00017632,0,0,1,1
WBGene00017648,0,0,1,1
WBGene00017651,0,1,1,2
WBGene00017658,1,1,0,2
WBGene00017678,1,1,1,3
WBGene00017690,0,0,1,1
WBGene00017700,0,0,1,1
WBGene00017706,0,1,0,1
WBGene00017707,1,1,0,2
WBGene00017711,1,0,1,2
WBGene00017713,0,0,1,1
WBGene00017714,1,0,0,1
WBGene00017715,1,0,0,1
WBGene00017716,0,1,1,2
WBGene00017719,1,0,0,1
WBGene00017726,0,1,0,1
WBGene00017727,0,1,0,1
WBGene00017732,0,1,0,1
WBGene00017737,0,0,1,1
WBGene00017738,0,1,0,1
WBGene00017743,0,1,0,1
WBGene00017748,0,0,1,1
WBGene00017755,0,0,1,1
WBGene00017762,0,0,1,1
WBGene00017783,0,1,1,2
WBGene00017785,1,0,1,2
WBGene00017794,0,1,1,2
WBGene00017798,0,1,0,1
WBGene00017807,0,0,1,1
WBGene00017808,1,0,0,1
WBGene00017848,0,0,1,1
WBGene00017867,0,1,0,1
WBGene00017869,0,0,1,1
WBGene00017872,0,1,0,1
WBGene00017873,0,1,0,1
WBGene00017880,0,1,0,1
WBGene00017881,0,1,1,2
WBGene00017893,0,1,0,1
WBGene00017908,1,0,0,1
WBGene00017912,1,1,1,3
WBGene00017930,1,1,1,3
WBGene00017937,0,1,0,1
WBGene00017944,0,1,1,2
WBGene00017949,1,0,0,1
WBGene00017957,0,1,1,2
WBGene00017959,0,0,1,1
WBGene00017976,1,1,1,3
WBGene00017977,0,1,1,2
WBGene00017978,0,1,1,2
WBGene00017991,0,1,0,1
WBGene00017998,0,1,0,1
WBGene00018001,0,1,0,1
WBGene00018021,0,0,1,1
WBGene00018026,0,1,0,1
WBGene00018036,0,0,1,1
WBGene00018039,0,1,0,1
WBGene00018041,0,1,0,1
WBGene00018050,0,1,1,2
WBGene00018052,0,1,1,2
WBGene00018060,0,0,1,1
WBGene00018061,0,0,1,1
WBGene00018062,0,1,0,1
WBGene00018073,0,1,1,2
WBGene00018096,1,0,0,1
WBGene00018099,0,0,1,1
WBGene00018100,0,1,1,2
WBGene00018103,0,1,0,1
WBGene00018104,0,0,1,1
WBGene00018112,0,1,0,1
WBGene00018113,0,1,0,1
WBGene00018122,0,0,1,1
WBGene00018124,0,1,1,2
WBGene00018135,0,0,1,1
WBGene00018143,0,1,1,2
WBGene00018170,0,1,1,2
WBGene00018178,0,0,1,1
WBGene00018184,0,0,1,1
WBGene00018189,0,0,1,1
WBGene00018195,1,1,1,3
WBGene00018196,0,1,1,2
WBGene00018198,0,1,1,2
WBGene00018200,1,1,0,2
WBGene00018203,1,1,1,3
WBGene00018223,0,1,0,1
WBGene00018227,0,0,1,1
WBGene00018229,1,1,1,3
WBGene00018232,1,0,1,2
WBGene00018236,1,0,0,1
WBGene00018241,0,1,0,1
WBGene00018261,0,1,1,2
WBGene00018262,1,0,0,1
WBGene00018265,0,1,1,2
WBGene00018268,0,0,1,1
WBGene00018278,1,0,0,1
WBGene00018282,0,1,1,2
WBGene00018292,0,1,0,1
WBGene00018300,0,0,1,1
WBGene00018328,0,0,1,1
WBGene00018335,1,1,1,3
WBGene00018345,0,1,0,1
WBGene00018351,0,0,1,1
WBGene00018352,0,1,1,2
WBGene00018353,1,1,1,3
WBGene00018354,0,1,1,2
WBGene00018355,1,1,1,3
WBGene00018360,0,0,1,1
WBGene00018375,1,1,1,3
WBGene00018393,1,0,0,1
WBGene00018394,1,1,0,2
WBGene00018413,0,1,1,2
WBGene00018418,0,1,1,2
WBGene00018424,0,1,0,1
WBGene00018430,0,1,0,1
WBGene00018436,0,0,1,1
WBGene00018437,0,0,1,1
WBGene00018438,0,0,1,1
WBGene00018439,0,0,1,1
WBGene00018443,0,1,1,2
WBGene00018444,0,0,1,1
WBGene00018452,0,0,1,1
WBGene00018455,0,1,1,2
WBGene00018456,1,0,0,1
WBGene00018459,0,1,1,2
WBGene00018460,1,1,1,3
WBGene00018465,0,1,1,2
WBGene00018483,0,1,0,1
WBGene00018487,0,1,0,1
WBGene00018489,1,1,1,3
WBGene00018493,0,1,0,1
WBGene00018497,1,0,1,2
WBGene00018500,1,0,1,2
WBGene00018506,0,0,1,1
WBGene00018507,0,1,1,2
WBGene00018515,0,1,1,2
WBGene00018529,0,0,1,1
WBGene00018543,0,1,1,2
WBGene00018563,0,0,1,1
WBGene00018568,0,0,1,1
WBGene00018572,0,1,0,1
WBGene00018573,0,1,1,2
WBGene00018575,0,1,1,2
WBGene00018579,1,0,0,1
WBGene00018580,0,0,1,1
WBGene00018591,0,1,0,1
WBGene00018594,0,0,1,1
WBGene00018601,0,0,1,1
WBGene00018606,1,1,1,3
WBGene00018611,0,0,1,1
WBGene00018614,0,0,1,1
WBGene00018615,0,1,0,1
WBGene00018616,0,1,0,1
WBGene00018619,0,1,1,2
WBGene00018621,0,1,1,2
WBGene00018622,0,0,1,1
WBGene00018623,0,0,1,1
WBGene00018624,0,1,1,2
WBGene00018630,0,1,1,2
WBGene00018634,0,1,0,1
WBGene00018639,0,1,1,2
WBGene00018640,0,1,1,2
WBGene00018647,0,1,1,2
WBGene00018652,0,1,1,2
WBGene00018656,0,0,1,1
WBGene00018659,0,1,1,2
WBGene00018660,0,1,1,2
WBGene00018661,0,1,1,2
WBGene00018665,0,0,1,1
WBGene00018667,0,1,1,2
WBGene00018668,0,1,1,2
WBGene00018675,1,0,0,1
WBGene00018682,0,1,0,1
WBGene00018706,0,1,0,1
WBGene00018724,0,1,1,2
WBGene00018729,0,1,0,1
WBGene00018737,0,1,0,1
WBGene00018738,0,0,1,1
WBGene00018744,0,1,1,2
WBGene00018745,0,0,1,1
WBGene00018746,0,0,1,1
WBGene00018748,0,1,1,2
WBGene00018752,0,1,0,1
WBGene00018755,0,0,1,1
WBGene00018760,0,1,0,1
WBGene00018772,0,0,1,1
WBGene00018781,0,1,0,1
WBGene00018783,0,0,1,1
WBGene00018795,0,1,0,1
WBGene00018803,0,1,0,1
WBGene00018805,1,0,1,2
WBGene00018808,0,1,0,1
WBGene00018823,0,1,1,2
WBGene00018839,0,0,1,1
WBGene00018844,1,1,1,3
WBGene00018865,1,0,1,2
WBGene00018874,0,1,0,1
WBGene00018878,1,0,0,1
WBGene00018880,0,1,0,1
WBGene00018903,0,1,0,1
WBGene00018910,1,1,1,3
WBGene00018911,1,1,1,3
WBGene00018912,0,1,0,1
WBGene00018917,1,1,1,3
WBGene00018918,1,0,1,2
WBGene00018920,1,1,1,3
WBGene00018921,0,1,0,1
WBGene00018928,0,0,1,1
WBGene00018931,0,1,1,2
WBGene00018939,0,1,1,2
WBGene00018958,1,0,0,1
WBGene00018965,0,0,1,1
WBGene00018969,0,1,0,1
WBGene00018971,1,0,1,2
WBGene00018986,0,0,1,1
WBGene00018989,0,1,0,1
WBGene00018997,0,0,1,1
WBGene00019014,0,1,0,1
WBGene00019016,0,1,0,1
WBGene00019020,0,0,1,1
WBGene00019021,0,0,1,1
WBGene00019022,1,0,0,1
WBGene00019026,1,1,0,2
WBGene00019039,1,0,0,1
WBGene00019043,0,1,0,1
WBGene00019044,1,1,1,3
WBGene00019047,0,0,1,1
WBGene00019055,0,1,1,2
WBGene00019057,0,1,0,1
WBGene00019058,0,1,0,1
WBGene00019060,1,0,0,1
WBGene00019063,0,0,1,1
WBGene00019069,0,1,0,1
WBGene00019070,0,0,1,1
WBGene00019073,0,1,1,2
WBGene00019094,0,1,1,2
WBGene00019108,0,0,1,1
WBGene00019115,0,0,1,1
WBGene00019116,0,1,1,2
WBGene00019120,1,1,1,3
WBGene00019132,0,1,1,2
WBGene00019138,0,0,1,1
WBGene00019139,0,1,0,1
WBGene00019140,0,1,1,2
WBGene00019141,0,1,1,2
WBGene00019142,0,1,1,2
WBGene00019143,0,1,1,2
WBGene00019146,0,1,0,1
WBGene00019148,0,1,1,2
WBGene00019178,1,1,0,2
WBGene00019179,1,1,0,2
WBGene00019183,0,1,0,1
WBGene00019184,0,1,0,1
WBGene00019188,1,0,0,1
WBGene00019189,1,1,1,3
WBGene00019194,1,1,0,2
WBGene00019197,0,1,1,2
WBGene00019198,0,0,1,1
WBGene00019200,1,0,0,1
WBGene00019212,0,0,1,1
WBGene00019213,0,1,0,1
WBGene00019216,0,0,1,1
WBGene00019233,1,0,0,1
WBGene00019243,1,0,0,1
WBGene00019267,0,1,1,2
WBGene00019268,1,0,0,1
WBGene00019272,0,1,0,1
WBGene00019279,0,0,1,1
WBGene00019282,0,0,1,1
WBGene00019286,1,0,0,1
WBGene00019289,0,0,1,1
WBGene00019309,0,1,1,2
WBGene00019313,0,1,1,2
WBGene00019319,0,0,1,1
WBGene00019322,1,0,0,1
WBGene00019337,1,1,0,2
WBGene00019338,1,1,1,3
WBGene00019341,0,1,1,2
WBGene00019348,0,1,0,1
WBGene00019395,0,1,0,1
WBGene00019404,1,0,0,1
WBGene00019410,0,0,1,1
WBGene00019414,1,0,0,1
WBGene00019415,1,1,0,2
WBGene00019417,1,0,1,2
WBGene00019418,0,1,1,2
WBGene00019420,0,0,1,1
WBGene00019421,0,1,1,2
WBGene00019436,0,1,0,1
WBGene00019437,0,1,0,1
WBGene00019438,0,1,1,2
WBGene00019444,0,1,0,1
WBGene00019448,0,0,1,1
WBGene00019449,1,1,1,3
WBGene00019450,1,1,1,3
WBGene00019459,0,0,1,1
WBGene00019466,0,0,1,1
WBGene00019471,0,1,0,1
WBGene00019472,0,1,0,1
WBGene00019473,1,1,0,2
WBGene00019495,0,1,0,1
WBGene00019506,0,0,1,1
WBGene00019514,0,1,1,2
WBGene00019516,0,0,1,1
WBGene00019520,0,1,1,2
WBGene00019530,0,1,1,2
WBGene00019531,0,1,1,2
WBGene00019546,0,1,0,1
WBGene00019550,0,0,1,1
WBGene00019561,0,1,1,2
WBGene00019563,0,0,1,1
WBGene00019564,0,1,0,1
WBGene00019576,0,1,0,1
WBGene00019577,0,1,0,1
WBGene00019580,0,0,1,1
WBGene00019586,0,1,1,2
WBGene00019589,0,1,1,2
WBGene00019590,0,1,1,2
WBGene00019591,1,1,0,2
WBGene00019592,0,1,1,2
WBGene00019593,0,1,1,2
WBGene00019597,1,0,0,1
WBGene00019598,1,1,1,3
WBGene00019599,1,0,0,1
WBGene00019604,0,1,0,1
WBGene00019605,0,0,1,1
WBGene00019622,0,0,1,1
WBGene00019640,0,1,0,1
WBGene00019641,0,1,0,1
WBGene00019644,1,0,1,2
WBGene00019647,0,1,1,2
WBGene00019650,0,1,0,1
WBGene00019654,1,0,1,2
WBGene00019660,0,0,1,1
WBGene00019661,1,1,0,2
WBGene00019662,0,1,0,1
WBGene00019666,1,0,0,1
WBGene00019683,1,0,0,1
WBGene00019684,1,0,0,1
WBGene00019690,0,0,1,1
WBGene00019699,0,1,1,2
WBGene00019704,0,0,1,1
WBGene00019715,1,0,0,1
WBGene00019717,0,1,0,1
WBGene00019718,1,1,1,3
WBGene00019720,0,1,1,2
WBGene00019721,0,1,1,2
WBGene00019723,0,1,1,2
WBGene00019724,0,1,0,1
WBGene00019730,0,0,1,1
WBGene00019731,0,1,1,2
WBGene00019732,0,0,1,1
WBGene00019738,1,1,0,2
WBGene00019742,0,1,0,1
WBGene00019743,0,1,1,2
WBGene00019744,0,1,1,2
WBGene00019756,0,1,0,1
WBGene00019759,0,1,1,2
WBGene00019761,0,1,0,1
WBGene00019772,1,0,0,1
WBGene00019783,0,0,1,1
WBGene00019785,0,0,1,1
WBGene00019787,0,1,0,1
WBGene00019797,0,0,1,1
WBGene00019803,1,0,0,1
WBGene00019815,1,0,1,2
WBGene00019817,0,1,0,1
WBGene00019818,0,1,0,1
WBGene00019830,0,1,0,1
WBGene00019831,1,1,0,2
WBGene00019837,0,0,1,1
WBGene00019839,0,1,0,1
WBGene00019858,1,1,0,2
WBGene00019859,0,1,1,2
WBGene00019865,0,1,0,1
WBGene00019886,0,0,1,1
WBGene00019895,0,0,1,1
WBGene00019899,0,1,0,1
WBGene00019901,0,0,1,1
WBGene00019908,0,1,0,1
WBGene00019914,1,0,1,2
WBGene00019917,0,1,0,1
WBGene00019918,0,1,0,1
WBGene00019921,1,0,1,2
WBGene00019922,0,1,1,2
WBGene00019923,1,0,0,1
WBGene00019924,0,0,1,1
WBGene00019925,1,1,0,2
WBGene00019926,0,0,1,1
WBGene00019931,0,1,1,2
WBGene00019935,0,0,1,1
WBGene00019952,1,0,1,2
WBGene00019956,0,0,1,1
WBGene00019961,1,1,1,3
WBGene00019962,0,0,1,1
WBGene00019963,1,0,0,1
WBGene00019964,0,1,0,1
WBGene00019965,0,1,0,1
WBGene00019967,0,1,1,2
WBGene00019968,0,1,1,2
WBGene00019970,1,1,1,3
WBGene00019971,0,0,1,1
