ens_gene,BRC20067,CB4856,DL238,N2
WBGene00019973,0,1,0,1
WBGene00019975,0,0,1,1
WBGene00019978,0,1,0,1
WBGene00019979,0,1,0,1
WBGene00019989,1,0,0,1
WBGene00019991,0,1,0,1
WBGene00019997,0,1,0,1
WBGene00020015,0,1,1,2
WBGene00020017,0,1,0,1
WBGene00020027,0,1,0,1
WBGene00020035,0,1,0,1
WBGene00020066,0,0,1,1
WBGene00020067,1,0,0,1
WBGene00020070,0,1,0,1
WBGene00020072,0,1,1,2
WBGene00020073,0,0,1,1
WBGene00020080,0,1,1,2
WBGene00020083,0,1,1,2
WBGene00020106,1,0,1,2
WBGene00020116,0,0,1,1
WBGene00020117,0,0,1,1
WBGene00020121,0,0,1,1
WBGene00020128,0,1,0,1
WBGene00020134,0,0,1,1
WBGene00020135,0,0,1,1
WBGene00020140,0,0,1,1
WBGene00020149,1,0,0,1
WBGene00020151,0,0,1,1
WBGene00020153,0,0,1,1
WBGene00020156,0,0,1,1
WBGene00020177,0,0,1,1
WBGene00020182,1,0,1,2
WBGene00020194,0,0,1,1
WBGene00020218,0,1,0,1
WBGene00020236,0,0,1,1
WBGene00020237,0,0,1,1
WBGene00020240,0,0,1,1
WBGene00020241,0,0,1,1
WBGene00020242,0,0,1,1
WBGene00020245,0,1,1,2
WBGene00020248,0,1,1,2
WBGene00020254,0,0,1,1
WBGene00020276,0,1,0,1
WBGene00020281,0,1,1,2
WBGene00020282,0,0,1,1
WBGene00020283,0,1,0,1
WBGene00020293,0,0,1,1
WBGene00020307,0,1,1,2
WBGene00020311,0,0,1,1
WBGene00020315,0,0,1,1
WBGene00020320,0,1,1,2
WBGene00020326,1,1,1,3
WBGene00020329,0,1,0,1
WBGene00020335,0,1,0,1
WBGene00020341,0,1,1,2
WBGene00020343,1,0,0,1
WBGene00020349,1,0,0,1
WBGene00020357,1,1,1,3
WBGene00020358,0,1,1,2
WBGene00020359,0,1,1,2
WBGene00020360,0,1,1,2
WBGene00020362,0,1,0,1
WBGene00020363,0,0,1,1
WBGene00020365,0,0,1,1
WBGene00020379,0,0,1,1
WBGene00020390,0,0,1,1
WBGene00020421,0,1,0,1
WBGene00020435,0,0,1,1
WBGene00020438,0,1,0,1
WBGene00020445,0,0,1,1
WBGene00020446,0,0,1,1
WBGene00020448,0,1,1,2
WBGene00020449,1,1,0,2
WBGene00020450,1,1,1,3
WBGene00020451,0,1,1,2
WBGene00020453,1,1,1,3
WBGene00020455,1,1,1,3
WBGene00020456,1,1,1,3
WBGene00020457,0,1,1,2
WBGene00020460,1,1,0,2
WBGene00020465,0,1,1,2
WBGene00020469,0,0,1,1
WBGene00020476,0,1,1,2
WBGene00020483,0,1,0,1
WBGene00020489,0,0,1,1
WBGene00020501,0,0,1,1
WBGene00020502,0,0,1,1
WBGene00020516,0,1,1,2
WBGene00020528,0,0,1,1
WBGene00020530,1,0,0,1
WBGene00020532,0,1,0,1
WBGene00020533,0,1,0,1
WBGene00020534,0,1,1,2
WBGene00020537,0,1,0,1
WBGene00020541,0,0,1,1
WBGene00020544,0,1,0,1
WBGene00020550,0,1,1,2
WBGene00020551,0,1,0,1
WBGene00020554,0,1,1,2
WBGene00020555,0,0,1,1
WBGene00020560,0,1,0,1
WBGene00020561,1,1,0,2
WBGene00020587,1,1,0,2
WBGene00020599,0,1,0,1
WBGene00020611,0,0,1,1
WBGene00020612,0,1,0,1
WBGene00020627,0,0,1,1
WBGene00020640,0,1,0,1
WBGene00020646,0,1,0,1
WBGene00020652,0,1,0,1
WBGene00020670,0,1,0,1
WBGene00020673,0,1,0,1
WBGene00020690,0,0,1,1
WBGene00020697,0,1,1,2
WBGene00020698,0,0,1,1
WBGene00020700,1,0,0,1
WBGene00020703,0,0,1,1
WBGene00020707,0,1,1,2
WBGene00020708,0,1,0,1
WBGene00020730,0,0,1,1
WBGene00020732,0,1,0,1
WBGene00020744,1,1,0,2
WBGene00020758,1,0,1,2
WBGene00020760,0,1,0,1
WBGene00020761,1,1,1,3
WBGene00020766,0,1,0,1
WBGene00020774,1,1,1,3
WBGene00020777,1,0,0,1
WBGene00020778,1,1,1,3
WBGene00020794,0,1,0,1
WBGene00020799,0,1,0,1
WBGene00020802,0,1,0,1
WBGene00020803,0,1,0,1
WBGene00020834,0,1,1,2
WBGene00020835,0,1,1,2
WBGene00020837,1,1,1,3
WBGene00020841,0,0,1,1
WBGene00020844,1,1,1,3
WBGene00020846,0,1,1,2
WBGene00020847,0,1,0,1
WBGene00020849,0,1,0,1
WBGene00020850,0,1,1,2
WBGene00020855,0,1,1,2
WBGene00020862,1,0,0,1
WBGene00020864,0,0,1,1
WBGene00020869,1,1,0,2
WBGene00020883,0,1,0,1
WBGene00020911,0,0,1,1
WBGene00020913,0,0,1,1
WBGene00020917,0,0,1,1
WBGene00020924,1,0,1,2
WBGene00020939,1,0,1,2
WBGene00020945,1,0,0,1
WBGene00020977,0,0,1,1
WBGene00020985,0,0,1,1
WBGene00020987,0,0,1,1
WBGene00020990,1,0,0,1
WBGene00021000,0,0,1,1
WBGene00021002,1,0,0,1
WBGene00021008,0,0,1,1
WBGene00021010,0,0,1,1
WBGene00021011,0,1,1,2
WBGene00021015,0,0,1,1
WBGene00021042,0,0,1,1
WBGene00021079,0,0,1,1
WBGene00021080,1,0,0,1
WBGene00021081,1,1,0,2
WBGene00021083,0,1,0,1
WBGene00021084,0,1,0,1
WBGene00021085,0,1,1,2
WBGene00021086,0,1,0,1
WBGene00021089,0,1,1,2
WBGene00021106,0,1,0,1
WBGene00021107,1,1,0,2
WBGene00021117,0,0,1,1
WBGene00021121,0,0,1,1
WBGene00021127,1,0,1,2
WBGene00021128,0,1,0,1
WBGene00021134,0,1,1,2
WBGene00021135,0,1,1,2
WBGene00021136,1,1,0,2
WBGene00021137,1,1,1,3
WBGene00021163,0,0,1,1
WBGene00021168,0,1,1,2
WBGene00021178,0,1,0,1
WBGene00021183,1,0,1,2
WBGene00021190,0,0,1,1
WBGene00021192,0,1,1,2
WBGene00021197,0,0,1,1
WBGene00021201,1,0,0,1
WBGene00021205,1,1,1,3
WBGene00021207,1,1,1,3
WBGene00021213,0,1,0,1
WBGene00021219,1,1,1,3
WBGene00021220,1,1,1,3
WBGene00021222,1,1,1,3
WBGene00021224,1,1,1,3
WBGene00021226,1,1,1,3
WBGene00021227,1,1,1,3
WBGene00021235,0,1,1,2
WBGene00021237,1,0,0,1
WBGene00021239,1,0,1,2
WBGene00021249,1,0,0,1
WBGene00021253,0,1,0,1
WBGene00021256,1,1,0,2
WBGene00021262,1,0,0,1
WBGene00021268,0,1,0,1
WBGene00021269,0,0,1,1
WBGene00021275,1,0,0,1
WBGene00021280,0,1,1,2
WBGene00021287,0,0,1,1
WBGene00021293,0,0,1,1
WBGene00021296,0,1,1,2
WBGene00021298,1,0,0,1
WBGene00021309,0,1,0,1
WBGene00021310,1,0,0,1
WBGene00021326,0,1,1,2
WBGene00021333,0,1,0,1
WBGene00021336,0,0,1,1
WBGene00021337,0,1,0,1
WBGene00021338,0,1,1,2
WBGene00021339,0,1,0,1
WBGene00021340,0,0,1,1
WBGene00021343,0,1,0,1
WBGene00021345,0,0,1,1
WBGene00021349,1,0,0,1
WBGene00021368,0,0,1,1
WBGene00021370,0,1,0,1
WBGene00021386,1,0,1,2
WBGene00021389,0,1,1,2
WBGene00021398,0,0,1,1
WBGene00021403,0,0,1,1
WBGene00021405,0,1,0,1
WBGene00021407,0,0,1,1
WBGene00021409,0,1,0,1
WBGene00021435,1,1,1,3
WBGene00021446,1,0,0,1
WBGene00021448,0,0,1,1
WBGene00021458,1,1,1,3
WBGene00021463,1,1,1,3
WBGene00021472,1,1,1,3
WBGene00021485,1,0,1,2
WBGene00021487,0,0,1,1
WBGene00021490,0,1,0,1
WBGene00021491,0,0,1,1
WBGene00021492,0,1,1,2
WBGene00021495,0,1,1,2
WBGene00021496,1,1,1,3
WBGene00021497,0,1,1,2
WBGene00021503,0,1,0,1
WBGene00021505,0,1,0,1
WBGene00021508,0,0,1,1
WBGene00021513,0,1,0,1
WBGene00021517,0,0,1,1
WBGene00021519,0,0,1,1
WBGene00021525,0,1,0,1
WBGene00021527,0,1,0,1
WBGene00021529,0,0,1,1
WBGene00021557,0,1,0,1
WBGene00021566,0,1,0,1
WBGene00021579,0,1,1,2
WBGene00021580,1,0,1,2
WBGene00021582,0,1,1,2
WBGene00021583,0,1,1,2
WBGene00021585,1,1,0,2
WBGene00021586,0,1,1,2
WBGene00021587,0,1,0,1
WBGene00021589,0,1,0,1
WBGene00021590,1,0,0,1
WBGene00021594,0,1,1,2
WBGene00021605,1,1,0,2
WBGene00021607,0,0,1,1
WBGene00021611,0,1,1,2
WBGene00021619,0,1,1,2
WBGene00021620,1,1,1,3
WBGene00021623,1,0,1,2
WBGene00021624,0,1,1,2
WBGene00021625,0,1,0,1
WBGene00021627,0,1,0,1
WBGene00021632,0,0,1,1
WBGene00021633,0,0,1,1
WBGene00021635,0,1,0,1
WBGene00021640,0,1,0,1
WBGene00021641,0,1,0,1
WBGene00021654,0,1,0,1
WBGene00021667,0,0,1,1
WBGene00021675,0,0,1,1
WBGene00021676,1,0,0,1
WBGene00021678,1,1,1,3
WBGene00021703,1,0,0,1
WBGene00021709,0,1,1,2
WBGene00021713,0,1,1,2
WBGene00021719,0,1,0,1
WBGene00021720,1,0,1,2
WBGene00021725,1,1,1,3
WBGene00021726,1,1,1,3
WBGene00021730,0,0,1,1
WBGene00021731,0,0,1,1
WBGene00021739,0,0,1,1
WBGene00021741,0,0,1,1
WBGene00021743,1,0,0,1
WBGene00021745,0,0,1,1
WBGene00021772,0,1,0,1
WBGene00021779,0,1,1,2
WBGene00021791,0,1,0,1
WBGene00021796,0,0,1,1
WBGene00021805,0,1,0,1
WBGene00021810,0,0,1,1
WBGene00021814,0,1,0,1
WBGene00021850,0,0,1,1
WBGene00021858,0,1,1,2
WBGene00021859,0,0,1,1
WBGene00021872,0,1,0,1
WBGene00021873,0,1,0,1
WBGene00021877,0,1,0,1
WBGene00021880,0,0,1,1
WBGene00021887,0,1,0,1
WBGene00021893,1,0,0,1
WBGene00021898,0,1,1,2
WBGene00021917,0,0,1,1
WBGene00021919,0,1,1,2
WBGene00021928,0,0,1,1
WBGene00021931,0,1,0,1
WBGene00021964,0,1,0,1
WBGene00021966,0,0,1,1
WBGene00021975,0,0,1,1
WBGene00021977,1,1,0,2
WBGene00021978,0,1,1,2
WBGene00021979,0,0,1,1
WBGene00021988,0,1,1,2
WBGene00021997,0,1,1,2
WBGene00022002,0,1,1,2
WBGene00022007,1,0,0,1
WBGene00022014,0,1,0,1
WBGene00022016,1,0,1,2
WBGene00022020,0,1,0,1
WBGene00022024,0,0,1,1
WBGene00022028,0,1,0,1
WBGene00022032,0,1,0,1
WBGene00022060,0,1,1,2
WBGene00022063,0,0,1,1
WBGene00022070,0,1,1,2
WBGene00022083,1,1,1,3
WBGene00022093,0,1,1,2
WBGene00022094,0,0,1,1
WBGene00022096,1,0,0,1
WBGene00022103,0,1,1,2
WBGene00022104,0,0,1,1
WBGene00022112,1,0,1,2
WBGene00022130,0,1,0,1
WBGene00022133,0,1,0,1
WBGene00022140,0,0,1,1
WBGene00022145,0,0,1,1
WBGene00022156,1,1,1,3
WBGene00022157,0,0,1,1
WBGene00022160,0,1,0,1
WBGene00022168,0,0,1,1
WBGene00022200,0,1,1,2
WBGene00022203,0,1,0,1
WBGene00022206,0,1,0,1
WBGene00022224,1,1,0,2
WBGene00022228,0,0,1,1
WBGene00022237,0,1,1,2
WBGene00022252,1,0,0,1
WBGene00022258,1,0,0,1
WBGene00022261,0,1,0,1
WBGene00022274,0,1,1,2
WBGene00022275,0,0,1,1
WBGene00022282,1,1,1,3
WBGene00022285,0,1,1,2
WBGene00022287,0,1,1,2
WBGene00022288,0,1,0,1
WBGene00022289,0,1,1,2
WBGene00022302,1,0,0,1
WBGene00022326,0,1,1,2
WBGene00022327,1,0,0,1
WBGene00022328,0,1,0,1
WBGene00022329,0,1,1,2
WBGene00022330,0,1,1,2
WBGene00022331,0,0,1,1
WBGene00022333,1,1,0,2
WBGene00022337,0,1,0,1
WBGene00022338,0,1,1,2
WBGene00022344,1,1,1,3
WBGene00022345,0,1,1,2
WBGene00022349,1,1,1,3
WBGene00022353,1,1,1,3
WBGene00022354,0,0,1,1
WBGene00022360,0,1,0,1
WBGene00022375,0,1,0,1
WBGene00022379,0,1,1,2
WBGene00022382,0,1,1,2
WBGene00022392,0,1,0,1
WBGene00022396,0,1,0,1
WBGene00022397,0,1,1,2
WBGene00022412,0,0,1,1
WBGene00022413,0,0,1,1
WBGene00022415,0,1,1,2
WBGene00022418,0,1,1,2
WBGene00022427,0,0,1,1
WBGene00022435,1,0,1,2
WBGene00022440,1,0,0,1
WBGene00022441,0,0,1,1
WBGene00022447,0,0,1,1
WBGene00022455,1,0,1,2
WBGene00022469,0,1,1,2
WBGene00022472,1,0,0,1
WBGene00022475,0,1,1,2
WBGene00022478,0,0,1,1
WBGene00022479,1,1,1,3
WBGene00022484,1,0,1,2
WBGene00022486,0,0,1,1
WBGene00022487,0,1,1,2
WBGene00022490,1,0,1,2
WBGene00022497,1,0,1,2
WBGene00022508,0,1,1,2
WBGene00022517,0,1,0,1
WBGene00022522,0,0,1,1
WBGene00022546,0,1,1,2
WBGene00022547,0,1,1,2
WBGene00022548,0,1,0,1
WBGene00022549,0,1,1,2
WBGene00022550,1,0,1,2
WBGene00022555,1,1,0,2
WBGene00022557,1,1,0,2
WBGene00022560,0,1,0,1
WBGene00022562,0,1,1,2
WBGene00022564,0,1,1,2
WBGene00022567,0,0,1,1
WBGene00022568,0,1,1,2
WBGene00022569,1,1,1,3
WBGene00022572,0,1,1,2
WBGene00022577,0,0,1,1
WBGene00022584,1,1,0,2
WBGene00022590,0,0,1,1
WBGene00022591,0,0,1,1
WBGene00022610,0,0,1,1
WBGene00022611,0,0,1,1
WBGene00022615,0,0,1,1
WBGene00022617,0,0,1,1
WBGene00022627,0,1,1,2
WBGene00022642,0,1,1,2
WBGene00022643,0,1,1,2
WBGene00022644,0,0,1,1
WBGene00022645,0,1,1,2
WBGene00022649,0,1,0,1
WBGene00022654,1,0,1,2
WBGene00022665,0,1,0,1
WBGene00022679,0,1,0,1
WBGene00022680,0,1,0,1
WBGene00022689,0,1,0,1
WBGene00022695,1,0,0,1
WBGene00022705,0,0,1,1
WBGene00022707,0,0,1,1
WBGene00022713,1,0,1,2
WBGene00022728,0,0,1,1
WBGene00022730,0,1,0,1
WBGene00022731,0,1,1,2
WBGene00022741,0,0,1,1
WBGene00022743,0,1,0,1
WBGene00022747,0,1,0,1
WBGene00022770,1,0,0,1
WBGene00022781,1,0,0,1
WBGene00022789,0,1,0,1
WBGene00022795,0,0,1,1
WBGene00022797,1,0,0,1
WBGene00022807,0,1,0,1
WBGene00022813,0,0,1,1
WBGene00022829,1,0,0,1
WBGene00022838,0,1,0,1
WBGene00022845,0,1,1,2
WBGene00022866,0,1,0,1
WBGene00022867,0,1,1,2
WBGene00022868,0,1,1,2
WBGene00022870,0,0,1,1
WBGene00022873,0,1,0,1
WBGene00022887,0,1,1,2
WBGene00022891,0,1,0,1
WBGene00023284,0,1,1,2
WBGene00023407,1,1,1,3
WBGene00023425,0,1,1,2
WBGene00023427,0,1,0,1
WBGene00023458,0,1,0,1
WBGene00023477,1,1,1,3
WBGene00023484,1,1,1,3
WBGene00023491,0,0,1,1
WBGene00023492,0,0,1,1
WBGene00023493,0,1,0,1
WBGene00023503,1,0,0,1
WBGene00023519,1,0,0,1
WBGene00043062,0,0,1,1
WBGene00043068,1,1,1,3
WBGene00043302,0,0,1,1
WBGene00043702,0,1,1,2
WBGene00043743,0,0,1,1
WBGene00043980,0,0,1,1
WBGene00043982,1,0,0,1
WBGene00043988,0,0,1,1
WBGene00043989,0,0,1,1
WBGene00044004,0,1,1,2
WBGene00044008,0,0,1,1
WBGene00044011,0,1,0,1
WBGene00044021,0,1,0,1
WBGene00044045,0,1,0,1
WBGene00044066,1,1,0,2
WBGene00044073,0,0,1,1
WBGene00044109,0,1,0,1
WBGene00044131,1,1,1,3
WBGene00044149,0,1,0,1
WBGene00044158,0,0,1,1
WBGene00044163,0,1,1,2
WBGene00044164,1,0,0,1
WBGene00044177,0,0,1,1
WBGene00044182,0,1,1,2
WBGene00044193,0,1,0,1
WBGene00044200,0,0,1,1
WBGene00044201,1,1,1,3
WBGene00044202,0,0,1,1
WBGene00044205,0,0,1,1
WBGene00044206,0,1,0,1
WBGene00044212,0,1,1,2
WBGene00044213,1,1,1,3
WBGene00044222,0,1,0,1
WBGene00044225,0,1,1,2
WBGene00044250,0,1,1,2
WBGene00044253,0,0,1,1
WBGene00044256,0,1,0,1
WBGene00044258,0,1,0,1
WBGene00044273,0,1,1,2
WBGene00044274,0,1,1,2
WBGene00044280,0,1,0,1
WBGene00044281,1,1,1,3
WBGene00044286,1,1,1,3
WBGene00044289,1,0,0,1
WBGene00044291,1,1,1,3
WBGene00044294,0,0,1,1
WBGene00044296,0,1,0,1
WBGene00044316,0,0,1,1
WBGene00044331,0,1,1,2
WBGene00044332,0,1,0,1
WBGene00044337,1,0,1,2
WBGene00044338,0,1,1,2
WBGene00044339,1,1,1,3
WBGene00044340,1,1,1,3
WBGene00044348,0,0,1,1
WBGene00044355,0,1,1,2
WBGene00044357,1,0,1,2
WBGene00044360,0,1,1,2
WBGene00044363,1,0,0,1
WBGene00044367,0,0,1,1
WBGene00044371,0,1,0,1
WBGene00044383,0,1,0,1
WBGene00044392,0,0,1,1
WBGene00044393,0,0,1,1
WBGene00044396,0,1,0,1
WBGene00044403,0,1,0,1
WBGene00044414,0,1,1,2
WBGene00044417,0,1,1,2
WBGene00044435,1,0,0,1
WBGene00044436,1,1,1,3
WBGene00044440,1,0,0,1
WBGene00044443,1,0,0,1
WBGene00044447,0,0,1,1
WBGene00044455,0,0,1,1
WBGene00044469,0,1,1,2
WBGene00044473,0,1,1,2
WBGene00044478,0,1,0,1
WBGene00044479,0,0,1,1
WBGene00044482,1,0,0,1
WBGene00044485,1,0,1,2
WBGene00044488,0,1,0,1
WBGene00044489,0,0,1,1
WBGene00044490,0,0,1,1
WBGene00044491,0,0,1,1
WBGene00044492,0,0,1,1
WBGene00044502,1,0,1,2
WBGene00044514,0,0,1,1
WBGene00044521,0,1,1,2
WBGene00044527,0,1,0,1
WBGene00044533,0,1,0,1
WBGene00044535,0,1,0,1
WBGene00044538,0,0,1,1
WBGene00044547,1,1,0,2
WBGene00044569,0,1,0,1
WBGene00044574,1,0,0,1
WBGene00044578,1,1,0,2
WBGene00044586,0,0,1,1
WBGene00044589,1,0,0,1
WBGene00044623,0,1,0,1
WBGene00044631,0,0,1,1
WBGene00044634,0,0,1,1
WBGene00044644,0,0,1,1
WBGene00044654,0,0,1,1
WBGene00044655,0,0,1,1
WBGene00044672,0,1,1,2
WBGene00044675,1,0,1,2
WBGene00044681,0,0,1,1
WBGene00044697,0,1,0,1
WBGene00044705,0,1,0,1
WBGene00044723,0,0,1,1
WBGene00044725,1,0,1,2
WBGene00044726,0,1,0,1
WBGene00044734,1,1,1,3
WBGene00044738,0,1,1,2
WBGene00044741,0,1,0,1
WBGene00044742,0,1,0,1
WBGene00044753,0,1,0,1
WBGene00044758,0,1,0,1
WBGene00044760,1,0,1,2
WBGene00044763,1,0,0,1
WBGene00044772,0,1,1,2
WBGene00044783,0,1,1,2
WBGene00044807,0,1,0,1
WBGene00044811,0,1,0,1
WBGene00044898,0,1,0,1
WBGene00044924,0,0,1,1
WBGene00044949,0,1,0,1
WBGene00044979,0,0,1,1
WBGene00044990,0,1,0,1
WBGene00045050,0,0,1,1
WBGene00045061,0,1,0,1
WBGene00045078,0,1,1,2
WBGene00045146,1,0,1,2
WBGene00045253,0,0,1,1
WBGene00045261,0,1,1,2
WBGene00045265,0,0,1,1
WBGene00045268,1,0,0,1
WBGene00045269,0,1,1,2
WBGene00045272,0,1,0,1
WBGene00045275,0,1,1,2
WBGene00045276,1,1,1,3
WBGene00045291,0,0,1,1
WBGene00045297,0,1,1,2
WBGene00045306,0,0,1,1
WBGene00045339,0,1,0,1
WBGene00045401,0,1,0,1
WBGene00045411,1,1,0,2
WBGene00045412,0,1,0,1
WBGene00045414,0,1,1,2
WBGene00045415,1,1,0,2
WBGene00045417,0,1,1,2
WBGene00045457,0,0,1,1
WBGene00045461,1,1,1,3
WBGene00045468,0,0,1,1
WBGene00045473,0,1,1,2
WBGene00045494,0,0,1,1
WBGene00045497,0,1,1,2
WBGene00045498,0,1,0,1
WBGene00050875,1,1,1,3
WBGene00050879,0,0,1,1
WBGene00050892,0,1,0,1
WBGene00050899,0,1,0,1
WBGene00050904,1,1,0,2
WBGene00050913,1,1,1,3
WBGene00050914,0,1,0,1
WBGene00050919,0,0,1,1
WBGene00050943,0,1,0,1
WBGene00050956,0,0,1,1
WBGene00077450,0,1,1,2
WBGene00077495,0,1,0,1
WBGene00077522,1,1,1,3
WBGene00077525,0,1,0,1
WBGene00077539,0,1,0,1
WBGene00077548,0,0,1,1
WBGene00077558,0,0,1,1
WBGene00077563,1,1,1,3
WBGene00077585,1,0,0,1
WBGene00077663,0,1,0,1
WBGene00077684,0,1,0,1
WBGene00077685,1,1,1,3
WBGene00077691,0,1,0,1
WBGene00077696,0,0,1,1
WBGene00077697,0,1,0,1
WBGene00077728,0,0,1,1
WBGene00077756,1,1,0,2
WBGene00077757,0,1,0,1
WBGene00077766,0,0,1,1
WBGene00077770,0,1,0,1
WBGene00086560,1,0,0,1
WBGene00086565,0,0,1,1
WBGene00086568,1,0,0,1
WBGene00119203,0,1,0,1
WBGene00138719,0,1,1,2
WBGene00138721,0,1,0,1
WBGene00164973,0,1,0,1
WBGene00175027,0,1,1,2
WBGene00185002,1,0,1,2
WBGene00185077,0,0,1,1
WBGene00185098,0,1,0,1
WBGene00185102,0,0,1,1
WBGene00185118,1,1,0,2
WBGene00189943,1,1,0,2
WBGene00189956,1,1,0,2
WBGene00194641,0,1,1,2
WBGene00194643,0,0,1,1
WBGene00194649,0,1,1,2
WBGene00194651,0,1,0,1
WBGene00194654,0,0,1,1
WBGene00194682,0,0,1,1
WBGene00194687,0,1,0,1
WBGene00194692,1,0,1,2
WBGene00194695,1,1,1,3
WBGene00194711,0,0,1,1
WBGene00194717,1,1,1,3
WBGene00194733,1,0,0,1
WBGene00194735,0,1,0,1
WBGene00194742,0,1,0,1
WBGene00194746,0,1,0,1
WBGene00194794,1,1,1,3
WBGene00194815,1,1,1,3
WBGene00194848,0,0,1,1
WBGene00194849,1,1,1,3
WBGene00194855,0,1,1,2
WBGene00194861,0,0,1,1
WBGene00194864,0,0,1,1
WBGene00194894,0,0,1,1
WBGene00194916,0,1,1,2
WBGene00194926,0,1,0,1
WBGene00194981,1,1,1,3
WBGene00194998,0,0,1,1
WBGene00195004,0,1,1,2
WBGene00195045,0,0,1,1
WBGene00195068,0,1,1,2
WBGene00195070,0,1,1,2
WBGene00195084,0,0,1,1
WBGene00195176,1,1,1,3
WBGene00195184,0,0,1,1
WBGene00195185,0,0,1,1
WBGene00202501,0,1,1,2
WBGene00206354,0,1,0,1
WBGene00206373,0,0,1,1
WBGene00206380,0,1,0,1
WBGene00206384,0,0,1,1
WBGene00206388,0,1,1,2
WBGene00206413,0,1,1,2
WBGene00206414,1,1,0,2
WBGene00206415,1,1,1,3
WBGene00206418,1,1,1,3
WBGene00206464,0,0,1,1
WBGene00206483,0,1,0,1
WBGene00206495,0,0,1,1
WBGene00206502,0,1,0,1
WBGene00206510,1,1,1,3
WBGene00206522,1,1,1,3
WBGene00206532,0,1,1,2
WBGene00219206,0,1,0,1
WBGene00219208,0,1,1,2
WBGene00219216,0,1,1,2
WBGene00219271,0,1,0,1
WBGene00219275,0,1,0,1
WBGene00219278,0,1,0,1
WBGene00219287,0,0,1,1
WBGene00219308,0,1,1,2
WBGene00219313,0,1,1,2
WBGene00219322,0,1,0,1
WBGene00219373,1,0,0,1
WBGene00219378,0,1,1,2
WBGene00219413,1,1,1,3
WBGene00219423,1,0,0,1
WBGene00219451,1,0,0,1
WBGene00220261,0,1,0,1
WBGene00235094,0,0,1,1
WBGene00235112,0,0,1,1
WBGene00235113,0,1,0,1
WBGene00235133,0,1,1,2
WBGene00235158,1,0,0,1
WBGene00235164,0,1,1,2
WBGene00235267,0,0,1,1
WBGene00235269,1,1,1,3
WBGene00235277,1,0,0,1
WBGene00235287,0,0,1,1
WBGene00235295,0,0,1,1
WBGene00235297,0,0,1,1
WBGene00235310,1,0,0,1
WBGene00235324,0,1,0,1
WBGene00235332,1,0,0,1
WBGene00235340,0,0,1,1
WBGene00235352,0,1,1,2
WBGene00235354,0,0,1,1
WBGene00235383,0,0,1,1
WBGene00235391,0,1,0,1
WBGene00236809,0,1,0,1
WBGene00255702,0,1,0,1
WBGene00269355,0,1,0,1
WBGene00269373,0,1,0,1
WBGene00269394,0,1,1,2
WBGene00269425,0,1,1,2
WBGene00269434,0,1,0,1
WBGene00270321,1,1,1,3
WBGene00271415,0,1,0,1
WBGene00271606,1,1,0,2
WBGene00271701,1,0,0,1
WBGene00271744,0,1,1,2
WBGene00271775,1,0,0,1
WBGene00271815,1,1,1,3
WBGene00271817,1,0,0,1
WBGene00271819,0,1,0,1
WBGene00271821,1,0,0,1
WBGene00271832,1,0,1,2
WBGene00284847,0,0,1,1
WBGene00284848,1,0,0,1
WBGene00284850,0,1,0,1
WBGene00284854,0,1,1,2
WBGene00284855,1,0,1,2
WBGene00303231,1,0,0,1
WBGene00303366,0,0,1,1
WBGene00304173,1,1,0,2
WBGene00304201,0,1,0,1
WBGene00304787,0,1,0,1
WBGene00304792,1,0,1,2
WBGene00304806,0,1,0,1
WBGene00304823,1,0,0,1
WBGene00304908,1,1,1,3
WBGene00304981,1,0,0,1
WBGene00305049,0,0,1,1
WBGene00305095,1,0,0,1
WBGene00305104,0,0,1,1
WBGene00305113,0,1,0,1
WBGene00305132,0,1,1,2
WBGene00305158,0,1,1,2
WBGene00305992,0,0,1,1
WBGene00306003,0,1,1,2
